ID,Tipo,SKU,"GTIN, UPC, EAN, o ISBN",Nome,Pubblicato,In primo piano?,Visibilità nel catalogo,Breve descrizione,Descrizione,Data di partenza del prezzo in saldo,Data in cui termina l'offerta,Stato delle imposte,Aliquota di imposta,In stock?,Magazzino,Quantità in magazzino bassa,Abilita gli ordini arretrati?,Venduto singolarmente?,Peso (kg),Lunghezza (cm),Larghezza (cm),Altezza (cm),Permetti le recensioni clienti?,Nota di acquisto,Prezzo in offerta,Prezzo di listino,Categorie,Tag,Classe di spedizione,Immagine,Limite di download,Scarica i giorni di scadenza,Genitore,Prodotti raggruppati,Up-sell,Cross-sell,URL esterno,Testo del pulsante,Posizione,Marchi
,external,613362205-C,,Antica mangiatoia in arenaria 173 cm,1,0,visible,"Antica mangiatoia / abbeveratoio scolpita a mano. Pezzo d'epoca rurale con fori originali per legare gli animali. <br> Perfetta come fioriera, fontana o dissuasore in cortili, giardini e agriturismi.","La superficie conserva splendidi segni di lavorazione manuale e una patina naturale acquisita negli anni. Ideale come elemento decorativo per giardini, cortili, agriturismi, casali o come grande fioriera/fontana di pregio.",,,taxable,,1,,1,0,0,600,173,63,37,0,,,1180,"Arredamento da Esterno > Vasche e fioriere, Arredamento da Esterno","fioriera, granito, giardino, fiori, giardinaggio, vasca, vaschetta, mangiatoia, albi, abbeveratoio, cascina",,https://mondopietra.it/wp-content/uploads/2026/06/250663b0-9116-4dce-a245-45bb99df557f.png,,,,,,,https://www.subito.it/giardino-fai-da-te/antiche-vasche-mangiatoie-abbeveratoi-di-pietra-lodi-613362205.htm,,0,
,external,642022508,,Lavandino da appoggio in pietra beige,1,0,visible,"Lavandino in pietra naturale beige, ideale per il bagno rustico di lusso. Disponibile rubinetteria in ottone.","Lavabo scavato da un unico blocco di pietra, materiale autentico e di alta qualità. Estremamente resistente e durevole nel tempo, offre prestazioni superiori rispetto a marmo e pietra comune. Ogni pezzo presenta caratteristiche uniche della pietra naturale.",,,taxable,,1,,1,0,0,30,64,45,15,0,,,248,"Arredamento da Interno > Lavelli da bagno, Arredamento da interno","interno, lavello, granito, bagno, lavandino, vasca, vaschetta",,"https://mondopietra.it/wp-content/uploads/2022/07/coppia_singolo.jpg, https://mondopietra.it/wp-content/uploads/2022/09/piletta.jpg",,,,,,,https://www.subito.it/arredamento-casalinghi/lavabo-lavandino-da-appoggio-in-pietra-beige-lodi-642022508.htm,,0,
,external,436834303-A,,Lavandino da appoggio in basalto 60 cm ,1,0,visible,"Lavandino in pietra lavica (basalto) natuale, ideale per il bagno rustico di lusso. <br> Con foro per il rubinetto.<br><br>Disponibile rubinetteria in ottone.","Lavabo scavato da un unico blocco di pietra, materiale autentico e di alta qualità. Estremamente resistente e durevole nel tempo, offre prestazioni superiori rispetto a marmo e pietra comune. Ogni pezzo presenta caratteristiche uniche della pietra naturale.",,,taxable,,1,,1,0,0,,60,54,"13,5",0,,,420,"Arredamento da Interno > Lavelli da bagno, Arredamento da interno","interno, lavello, granito, bagno, lavandino, vasca, vaschetta",,"https://mondopietra.it/wp-content/uploads/2022/07/basalto_L001.jpg,https://mondopietra.it/wp-content/uploads/2026/06/l001.png, https://mondopietra.it/wp-content/uploads/2026/06/l001_1.png,https://mondopietra.it/wp-content/uploads/2022/09/piletta.jpg",,,,,,,https://www.subito.it/giardino-fai-da-te/grande-lavabo-lavandino-in-pietra-lavica-basalto-lodi-436834303.htm,,0,
,external,436834303-B,,Lavandino da appoggio in basalto 75 cm,1,0,visible,"Lavandino in pietra lavica (basalto) natuale, ideale per il bagno rustico di lusso. <br>Disponibile rubinetteria in ottone.","Lavabo scavato da un unico blocco di pietra, materiale autentico e di alta qualità. Estremamente resistente e durevole nel tempo, offre prestazioni superiori rispetto a marmo e pietra comune. Ogni pezzo presenta caratteristiche uniche della pietra naturale.",,,taxable,,1,,1,0,0,,75,53,15,0,,,450,"Arredamento da Interno > Lavelli da bagno, Arredamento da interno","interno, lavello, granito, bagno, lavandino, vasca, vaschetta",,"https://mondopietra.it/wp-content/uploads/2022/07/basalto_L004.jpg, https://mondopietra.it/wp-content/uploads/2022/09/piletta.jpg",,,,,,,https://www.subito.it/giardino-fai-da-te/grande-lavabo-lavandino-in-pietra-lavica-basalto-lodi-436834303.htm,,0,
,external,436834303-C,,Lavandino da appoggio in basalto 73 cm,1,0,visible,"Lavandino in pietra lavica (basalto) natuale, ideale per il bagno rustico di lusso. <br> Con foro per il rubinetto.<br><br>Disponibile rubinetteria in ottone.","Lavabo scavato da un unico blocco di pietra, materiale autentico e di alta qualità. Estremamente resistente e durevole nel tempo, offre prestazioni superiori rispetto a marmo e pietra comune. Ogni pezzo presenta caratteristiche uniche della pietra naturale.",,,taxable,,1,,1,0,0,,73,64,14,0,,,290,"Arredamento da Interno > Lavelli da bagno, Arredamento da interno","interno, lavello, granito, bagno, lavandino, vasca, vaschetta",,"https://mondopietra.it/wp-content/uploads/2026/06/l006.png, https://mondopietra.it/wp-content/uploads/2022/09/piletta.jpg",,,,,,,https://www.subito.it/giardino-fai-da-te/grande-lavabo-lavandino-in-pietra-lavica-basalto-lodi-436834303.htm,,0,
,external,649923708-1,,Lavandino da appoggio in pietra naturale L001,1,0,visible,"Lavandino in pietra natuale, ideale per il bagno rustico di lusso. <br> Superficie interna levigata. <br>Foro di scarico diametro 45 mm per piletta da 1-1/4"". <br><br>Disponibile rubinetteria in ottone.","Porta nel tuo bagno il fascino autentico della natura con questo esclusivo lavabo da appoggio realizzato in pietra naturale massiccia. Ogni pezzo viene ricavato da un unico blocco di pietra e lavorato artigianalmente a mano, mantenendo forme organiche e sfumature uniche che rendono ogni lavabo irripetibile.
Ogni lavabo racconta una storia scolpita dalla natura nel corso dei secoli. Le forme irregolari, le sfumature della pietra e la lavorazione artigianale trasformano un semplice elemento funzionale in un vero complemento d'arredo di design. La superficie interna levigata garantisce praticità e comfort nell'uso quotidiano, mentre l'esterno conserva il carattere autentico della pietra naturale, creando un perfetto equilibrio tra eleganza e rusticità.",,,taxable,,1,,1,0,0,50,59,43,16,0,,,195,"Arredamento da Interno > Lavelli da bagno, Arredamento da interno","interno, lavello, granito, bagno, lavandino, vasca, vaschetta",,"https://mondopietra.it/wp-content/uploads/2026/06/l001-1.png, https://mondopietra.it/wp-content/uploads/2026/06/l001_1-1.png",,,,,,,https://www.subito.it/arredamento-casalinghi/lavabo-lavandino-da-appoggio-in-pietra-naturale-2-lodi-649923708.htm,,0,
,external,649923708-2,,Lavandino da appoggio in pietra naturale L002,1,0,visible,"Lavandino in pietra natuale, ideale per il bagno rustico di lusso. <br> Superficie interna levigata. <br>Foro di scarico diametro 45 mm per piletta da 1-1/4"". <br><br>Disponibile rubinetteria in ottone.","Porta nel tuo bagno il fascino autentico della natura con questo esclusivo lavabo da appoggio realizzato in pietra naturale massiccia. Ogni pezzo viene ricavato da un unico blocco di pietra e lavorato artigianalmente a mano, mantenendo forme organiche e sfumature uniche che rendono ogni lavabo irripetibile.
Ogni lavabo racconta una storia scolpita dalla natura nel corso dei secoli. Le forme irregolari, le sfumature della pietra e la lavorazione artigianale trasformano un semplice elemento funzionale in un vero complemento d'arredo di design. La superficie interna levigata garantisce praticità e comfort nell'uso quotidiano, mentre l'esterno conserva il carattere autentico della pietra naturale, creando un perfetto equilibrio tra eleganza e rusticità.",,,taxable,,1,,1,0,0,32,57,46,15,0,,,189,"Arredamento da Interno > Lavelli da bagno, Arredamento da interno","interno, lavello, granito, bagno, lavandino, vasca, vaschetta",,"https://mondopietra.it/wp-content/uploads/2026/06/l002.png, https://mondopietra.it/wp-content/uploads/2026/06/l002_1.png",,,,,,,https://www.subito.it/arredamento-casalinghi/lavabo-lavandino-da-appoggio-in-pietra-naturale-2-lodi-649923708.htm,,0,
,external,649923708-3,,Lavandino da appoggio in pietra naturale L003,1,0,visible,"Lavandino in pietra natuale, ideale per il bagno rustico di lusso. <br> Superficie interna levigata. <br>Foro di scarico diametro 45 mm per piletta da 1-1/4"". <br><br>Disponibile rubinetteria in ottone.","Porta nel tuo bagno il fascino autentico della natura con questo esclusivo lavabo da appoggio realizzato in pietra naturale massiccia. Ogni pezzo viene ricavato da un unico blocco di pietra e lavorato artigianalmente a mano, mantenendo forme organiche e sfumature uniche che rendono ogni lavabo irripetibile.
Ogni lavabo racconta una storia scolpita dalla natura nel corso dei secoli. Le forme irregolari, le sfumature della pietra e la lavorazione artigianale trasformano un semplice elemento funzionale in un vero complemento d'arredo di design. La superficie interna levigata garantisce praticità e comfort nell'uso quotidiano, mentre l'esterno conserva il carattere autentico della pietra naturale, creando un perfetto equilibrio tra eleganza e rusticità.",,,taxable,,1,,1,0,0,28,57,47,15,0,,,189,"Arredamento da Interno > Lavelli da bagno, Arredamento da interno","interno, lavello, granito, bagno, lavandino, vasca, vaschetta",,https://mondopietra.it/wp-content/uploads/2026/06/l003.png,,,,,,,https://www.subito.it/arredamento-casalinghi/lavabo-lavandino-da-appoggio-in-pietra-naturale-2-lodi-649923708.htm,,0,
,external,649923708-4,,Lavandino da appoggio in pietra naturale L004,1,0,visible,"Lavandino in pietra natuale, ideale per il bagno rustico di lusso. <br> Superficie interna levigata. <br>Foro di scarico diametro 45 mm per piletta da 1-1/4"". <br><br>Disponibile rubinetteria in ottone.","Porta nel tuo bagno il fascino autentico della natura con questo esclusivo lavabo da appoggio realizzato in pietra naturale massiccia. Ogni pezzo viene ricavato da un unico blocco di pietra e lavorato artigianalmente a mano, mantenendo forme organiche e sfumature uniche che rendono ogni lavabo irripetibile.
Ogni lavabo racconta una storia scolpita dalla natura nel corso dei secoli. Le forme irregolari, le sfumature della pietra e la lavorazione artigianale trasformano un semplice elemento funzionale in un vero complemento d'arredo di design. La superficie interna levigata garantisce praticità e comfort nell'uso quotidiano, mentre l'esterno conserva il carattere autentico della pietra naturale, creando un perfetto equilibrio tra eleganza e rusticità.",,,taxable,,1,,1,0,0,59,66,50,15,0,,,198,"Arredamento da Interno > Lavelli da bagno, Arredamento da interno","interno, lavello, granito, bagno, lavandino, vasca, vaschetta",,"https://mondopietra.it/wp-content/uploads/2026/06/l004.png, https://mondopietra.it/wp-content/uploads/2026/06/l004_1.png",,,,,,,https://www.subito.it/arredamento-casalinghi/lavabo-lavandino-da-appoggio-in-pietra-naturale-2-lodi-649923708.htm,,0,
,external,649761971-1,,Lavandino da appoggio in pietra naturale LF001,1,0,visible,"Lavandino in pietra natuale, ideale per il bagno rustico di lusso. <br> Superficie interna levigata. <br>Foro per il rubinetto diametro 3.5 cm. Foro di scarico diametro 45 mm per piletta da 1-1/4"". <br><br>Disponibile rubinetteria in ottone.","Porta nel tuo bagno il fascino autentico della natura con questo esclusivo lavabo da appoggio realizzato in pietra naturale massiccia. Ogni pezzo viene ricavato da un unico blocco di pietra e lavorato artigianalmente a mano, mantenendo forme organiche e sfumature uniche che rendono ogni lavabo irripetibile.
Ogni lavabo racconta una storia scolpita dalla natura nel corso dei secoli. Le forme irregolari, le sfumature della pietra e la lavorazione artigianale trasformano un semplice elemento funzionale in un vero complemento d'arredo di design. La superficie interna levigata garantisce praticità e comfort nell'uso quotidiano, mentre l'esterno conserva il carattere autentico della pietra naturale, creando un perfetto equilibrio tra eleganza e rusticità.",,,taxable,,1,,1,0,0,25,52,40,15,0,,,198,"Arredamento da Interno > Lavelli da bagno, Arredamento da interno","interno, lavello, granito, bagno, lavandino, vasca, vaschetta",,"https://mondopietra.it/wp-content/uploads/2026/06/lf001.png, https://mondopietra.it/wp-content/uploads/2026/06/lf001_2.png, https://mondopietra.it/wp-content/uploads/2026/06/lf001_1.png",,,,,,,https://www.subito.it/arredamento-casalinghi/lavabo-lavandino-da-appoggio-in-pietra-naturale-1-lodi-649761971.htm,,0,
,external,649761971-2,,Lavandino da appoggio in pietra naturale LF002,1,0,visible,"Lavandino in pietra natuale, ideale per il bagno rustico di lusso. <br> Superficie interna levigata. <br>Foro per il rubinetto diametro 3.5 cm. Foro di scarico diametro 45 mm per piletta da 1-1/4"". <br><br>Disponibile rubinetteria in ottone.","Porta nel tuo bagno il fascino autentico della natura con questo esclusivo lavabo da appoggio realizzato in pietra naturale massiccia. Ogni pezzo viene ricavato da un unico blocco di pietra e lavorato artigianalmente a mano, mantenendo forme organiche e sfumature uniche che rendono ogni lavabo irripetibile.
Ogni lavabo racconta una storia scolpita dalla natura nel corso dei secoli. Le forme irregolari, le sfumature della pietra e la lavorazione artigianale trasformano un semplice elemento funzionale in un vero complemento d'arredo di design. La superficie interna levigata garantisce praticità e comfort nell'uso quotidiano, mentre l'esterno conserva il carattere autentico della pietra naturale, creando un perfetto equilibrio tra eleganza e rusticità.",,,taxable,,1,,1,0,0,44,50,43,15,0,,,245,"Arredamento da Interno > Lavelli da bagno, Arredamento da interno","interno, lavello, granito, bagno, lavandino, vasca, vaschetta",,"https://mondopietra.it/wp-content/uploads/2026/06/lf002.png, https://mondopietra.it/wp-content/uploads/2026/06/lf002_1.png",,,,,,,https://www.subito.it/arredamento-casalinghi/lavabo-lavandino-da-appoggio-in-pietra-naturale-1-lodi-649761971.htm,,0,
,external,649761971-3,,Lavandino da appoggio in pietra naturale LF003,1,0,visible,"Lavandino in pietra natuale, ideale per il bagno rustico di lusso. <br> Superficie interna levigata. <br>Foro per il rubinetto diametro 3.5 cm. Foro di scarico diametro 45 mm per piletta da 1-1/4"". <br><br>Disponibile rubinetteria in ottone.","Porta nel tuo bagno il fascino autentico della natura con questo esclusivo lavabo da appoggio realizzato in pietra naturale massiccia. Ogni pezzo viene ricavato da un unico blocco di pietra e lavorato artigianalmente a mano, mantenendo forme organiche e sfumature uniche che rendono ogni lavabo irripetibile.
Ogni lavabo racconta una storia scolpita dalla natura nel corso dei secoli. Le forme irregolari, le sfumature della pietra e la lavorazione artigianale trasformano un semplice elemento funzionale in un vero complemento d'arredo di design. La superficie interna levigata garantisce praticità e comfort nell'uso quotidiano, mentre l'esterno conserva il carattere autentico della pietra naturale, creando un perfetto equilibrio tra eleganza e rusticità.",,,taxable,,1,,1,0,0,31,55,43,15,0,,,220,"Arredamento da Interno > Lavelli da bagno, Arredamento da interno","interno, lavello, granito, bagno, lavandino, vasca, vaschetta",,"https://mondopietra.it/wp-content/uploads/2026/06/lf003.png, https://mondopietra.it/wp-content/uploads/2026/06/lf003_1.png",,,,,,,https://www.subito.it/arredamento-casalinghi/lavabo-lavandino-da-appoggio-in-pietra-naturale-1-lodi-649761971.htm,,0,
,external,649761971-4,,Lavandino da appoggio in pietra naturale LF004,1,0,visible,"Lavandino in pietra natuale, ideale per il bagno rustico di lusso. <br> Superficie interna levigata. <br>Foro per il rubinetto diametro 3.5 cm. Foro di scarico diametro 45 mm per piletta da 1-1/4"". <br><br>Disponibile rubinetteria in ottone.","Porta nel tuo bagno il fascino autentico della natura con questo esclusivo lavabo da appoggio realizzato in pietra naturale massiccia. Ogni pezzo viene ricavato da un unico blocco di pietra e lavorato artigianalmente a mano, mantenendo forme organiche e sfumature uniche che rendono ogni lavabo irripetibile.
Ogni lavabo racconta una storia scolpita dalla natura nel corso dei secoli. Le forme irregolari, le sfumature della pietra e la lavorazione artigianale trasformano un semplice elemento funzionale in un vero complemento d'arredo di design. La superficie interna levigata garantisce praticità e comfort nell'uso quotidiano, mentre l'esterno conserva il carattere autentico della pietra naturale, creando un perfetto equilibrio tra eleganza e rusticità.",,,taxable,,1,,1,0,0,33,50,42,15,0,,,220,"Arredamento da Interno > Lavelli da bagno, Arredamento da interno","interno, lavello, granito, bagno, lavandino, vasca, vaschetta",,"https://mondopietra.it/wp-content/uploads/2026/06/lf004.png, https://mondopietra.it/wp-content/uploads/2026/06/lf004_1.png",,,,,,,https://www.subito.it/arredamento-casalinghi/lavabo-lavandino-da-appoggio-in-pietra-naturale-1-lodi-649761971.htm,,0,
,external,635189622,,Piastrelle di travertino giallo persiano spazzolato,1,0,visible,"Piastrelle di travertino giallo persiano di origine iraniana. Il travertino è di colore giallo intenso. Si tratta di un materiale pregiato.<br> Superficie spazzolata. <br> Singola piastrella: dimensioni cm 30x15xsp1.2 <br> Peso: 30.5 kg/mq <br><br> Lotto da 6.21 mq, 138 pezzi. <br> Intero lotto €230 (€37/mq)","Piastrelle di travertino naturale. Non si tratta di cemento, graniglia o polvere di marmo. Ideali per pavimenti e rivestimenti sia da interno che da esterno.",,,taxable,,1,,1,0,0,,30,15,"1,2",0,,,37,Edilizia > Piastrelle,"edilizia, piastrelle, travertino, giallo, persiano, pavimento, rivestimento",,"https://mondopietra.it/wp-content/uploads/2026/06/giallo_persiano_1.png, https://mondopietra.it/wp-content/uploads/2026/06/giallo_persiano_3.png, https://mondopietra.it/wp-content/uploads/2026/06/giallo_persiano_2.png",,,,,,,https://www.subito.it/giardino-fai-da-te/piastrella-in-travertino-giallo-persiano-lodi-635189622.htm,,0,
